residue,max_run_1s,max_run_0s,hamming_weight,alternation_score,trailing_ones,trailing_zeros_3n1,mod_3,mod_9,mod_27,bit_entropy,avg_odd_mult,leading_ones,leading_zeros,trailing_zeros,longest_alternating_run,block_count,run_length_entropy,binary_compressibility,max_run_0s_dup,count,avg_steps,avg_peak,avg_v2
203,2.0000,2.0000,5.0000,5.0000,2.0000,1.0000,2.0000,5.0000,14.0000,1.0000,0.9561,0.0000,2.0000,0.0000,4.0000,6.0000,2.5219,1.6667,2.0000,48828,115.1428,475644187.9467,0.0000
205,2.0000,2.0000,5.0000,5.0000,1.0000,3.0000,1.0000,7.0000,16.0000,1.0000,0.9181,0.0000,2.0000,0.0000,3.0000,6.0000,2.5219,1.6667,2.0000,48828,107.3948,33318305.3620,0.0000
207,4.0000,2.0000,6.0000,3.0000,4.0000,1.0000,0.0000,0.0000,18.0000,0.9710,0.9982,0.0000,2.0000,0.0000,2.0000,4.0000,1.9219,2.5000,2.0000,48828,130.3445,381135962.7297,0.0000
209,2.0000,3.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,20.0000,0.9710,0.9680,0.0000,2.0000,0.0000,4.0000,6.0000,2.4464,1.6667,3.0000,48828,122.3240,111576807.4340,0.0000
211,2.0000,2.0000,5.0000,5.0000,2.0000,1.0000,1.0000,4.0000,22.0000,1.0000,0.9753,0.0000,2.0000,0.0000,4.0000,6.0000,2.5219,1.6667,2.0000,48828,122.3240,120076268.4043,0.0000
213,2.0000,2.0000,5.0000,7.0000,1.0000,7.0000,0.0000,6.0000,24.0000,1.0000,0.8971,0.0000,2.0000,0.0000,7.0000,8.0000,2.9219,1.2500,2.0000,48828,92.2061,25670864.6250,0.0000
215,3.0000,2.0000,6.0000,5.0000,3.0000,1.0000,2.0000,8.0000,26.0000,0.9710,0.9795,0.0000,2.0000,0.0000,5.0000,6.0000,2.4464,1.6667,2.0000,48828,122.6733,119637046.3544,0.0000
217,2.0000,2.0000,5.0000,5.0000,1.0000,2.0000,1.0000,1.0000,1.0000,1.0000,0.9640,0.0000,2.0000,0.0000,3.0000,6.0000,2.5219,1.6667,2.0000,48828,114.8755,49294961.3151,0.0000
219,2.0000,2.0000,6.0000,5.0000,2.0000,1.0000,0.0000,3.0000,3.0000,0.9710,0.9738,0.0000,2.0000,0.0000,3.0000,6.0000,2.5219,1.6667,2.0000,48828,122.6667,187304045.7982,0.0000
221,3.0000,2.0000,6.0000,5.0000,1.0000,3.0000,2.0000,5.0000,5.0000,0.9710,0.9756,0.0000,2.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,122.3798,114303228.2485,0.0000
223,5.0000,2.0000,7.0000,3.0000,5.0000,1.0000,1.0000,7.0000,7.0000,0.8813,0.9934,0.0000,2.0000,0.0000,3.0000,4.0000,1.7610,2.5000,2.0000,48828,130.1613,433499897.5446,0.0000
225,3.0000,4.0000,4.0000,3.0000,1.0000,2.0000,0.0000,0.0000,9.0000,0.9710,1.0081,0.0000,2.0000,0.0000,2.0000,4.0000,1.8464,2.5000,4.0000,48828,137.8198,995623118.1669,0.0000
227,3.0000,3.0000,5.0000,3.0000,2.0000,1.0000,2.0000,2.0000,11.0000,1.0000,0.9366,0.0000,2.0000,0.0000,2.0000,4.0000,1.9710,2.5000,3.0000,48828,92.2061,38126184.7692,0.0000
229,3.0000,2.0000,5.0000,5.0000,1.0000,4.0000,1.0000,4.0000,13.0000,1.0000,0.9503,0.0000,2.0000,0.0000,4.0000,6.0000,2.4464,1.6667,2.0000,48828,115.0005,50544247.2272,0.0000
231,3.0000,2.0000,6.0000,3.0000,3.0000,1.0000,0.0000,6.0000,15.0000,0.9710,0.9913,0.0000,2.0000,0.0000,2.0000,4.0000,1.9710,2.5000,2.0000,48828,130.1602,355576286.8533,0.0000
233,3.0000,2.0000,5.0000,5.0000,1.0000,2.0000,2.0000,8.0000,17.0000,1.0000,0.9756,0.0000,2.0000,0.0000,4.0000,6.0000,2.4464,1.6667,2.0000,48828,122.4283,2246438148.1307,0.0000
235,3.0000,2.0000,6.0000,5.0000,2.0000,1.0000,1.0000,1.0000,19.0000,0.9710,0.9866,0.0000,2.0000,0.0000,5.0000,6.0000,2.4464,1.6667,2.0000,48828,130.2042,694193750.8484,0.0000
237,3.0000,2.0000,6.0000,5.0000,1.0000,3.0000,0.0000,3.0000,21.0000,0.9710,0.9339,0.0000,2.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,107.1536,30878966.9980,0.0000
239,4.0000,2.0000,7.0000,3.0000,4.0000,1.0000,2.0000,5.0000,23.0000,0.8813,1.0264,0.0000,2.0000,0.0000,3.0000,4.0000,1.8464,2.5000,2.0000,48828,145.6209,2744041408.8376,0.0000
241,4.0000,3.0000,5.0000,3.0000,1.0000,2.0000,1.0000,7.0000,25.0000,1.0000,0.9290,0.0000,2.0000,0.0000,2.0000,4.0000,1.8464,2.5000,3.0000,48828,107.1056,30567657.0316,0.0000
243,4.0000,2.0000,6.0000,3.0000,2.0000,1.0000,0.0000,0.0000,0.0000,0.9710,0.9733,0.0000,2.0000,0.0000,2.0000,4.0000,1.9219,2.5000,2.0000,48828,122.4490,121460533.8565,0.0000
245,4.0000,2.0000,6.0000,5.0000,1.0000,5.0000,2.0000,2.0000,2.0000,0.9710,0.9477,0.0000,2.0000,0.0000,5.0000,6.0000,2.3219,1.6667,2.0000,48828,107.1056,30567660.8589,0.0000
247,4.0000,2.0000,7.0000,3.0000,3.0000,1.0000,1.0000,4.0000,4.0000,0.8813,0.9541,0.0000,2.0000,0.0000,3.0000,4.0000,1.8464,2.5000,2.0000,48828,114.7285,76028505.7043,0.0000
249,5.0000,2.0000,6.0000,3.0000,1.0000,2.0000,0.0000,6.0000,6.0000,0.9710,0.9682,0.0000,2.0000,0.0000,2.0000,4.0000,1.7610,2.5000,2.0000,48828,122.5872,103824363.8594,0.0000
251,5.0000,2.0000,7.0000,3.0000,2.0000,1.0000,2.0000,8.0000,8.0000,0.8813,1.0080,0.0000,2.0000,0.0000,3.0000,4.0000,1.7610,2.5000,2.0000,48828,137.6341,1326559850.7997,0.0000
253,6.0000,2.0000,7.0000,3.0000,1.0000,3.0000,1.0000,1.0000,10.0000,0.8813,0.9830,0.0000,2.0000,0.0000,3.0000,4.0000,1.5710,2.5000,2.0000,48828,122.4754,128503482.2445,0.0000
255,8.0000,2.0000,8.0000,1.0000,8.0000,1.0000,0.0000,3.0000,12.0000,0.7219,1.0206,0.0000,2.0000,0.0000,2.0000,2.0000,0.7219,5.0000,2.0000,48828,137.8867,3720101147.7461,0.0000
257,1.0000,7.0000,2.0000,3.0000,1.0000,2.0000,2.0000,5.0000,14.0000,0.7219,0.9386,0.0000,1.0000,0.0000,3.0000,4.0000,1.3568,2.5000,7.0000,48828,115.1581,53601376.2433,0.0000
259,2.0000,6.0000,3.0000,3.0000,2.0000,1.0000,1.0000,7.0000,16.0000,0.8813,0.9799,0.0000,1.0000,0.0000,3.0000,4.0000,1.5710,2.5000,6.0000,48828,122.9158,119913272.5345,0.0000
261,1.0000,5.0000,3.0000,5.0000,1.0000,4.0000,0.0000,0.0000,18.0000,0.8813,0.9061,0.0000,1.0000,0.0000,4.0000,6.0000,2.1610,1.6667,5.0000,48828,99.7335,28378184.2571,0.0000
263,3.0000,5.0000,4.0000,3.0000,3.0000,1.0000,2.0000,2.0000,20.0000,0.9710,0.9935,0.0000,1.0000,0.0000,3.0000,4.0000,1.6855,2.5000,5.0000,48828,130.4933,2443725553.0612,0.0000
265,1.0000,4.0000,3.0000,5.0000,1.0000,2.0000,1.0000,4.0000,22.0000,0.8813,0.9662,0.0000,1.0000,0.0000,3.0000,6.0000,2.3219,1.6667,4.0000,48828,122.4447,220394014.7102,0.0000
267,2.0000,4.0000,4.0000,5.0000,2.0000,1.0000,0.0000,6.0000,24.0000,0.9710,0.9443,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,4.0000,48828,115.1760,60002162.4677,0.0000
269,2.0000,4.0000,4.0000,5.0000,1.0000,3.0000,2.0000,8.0000,26.0000,0.9710,0.9295,0.0000,1.0000,0.0000,3.0000,6.0000,2.3219,1.6667,4.0000,48828,107.3998,32779975.0900,0.0000
271,4.0000,4.0000,5.0000,3.0000,4.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9788,0.0000,1.0000,0.0000,3.0000,4.0000,1.7219,2.5000,4.0000,48828,114.9073,515477572.3219,0.0000
273,1.0000,3.0000,3.0000,5.0000,1.0000,2.0000,0.0000,3.0000,3.0000,0.8813,0.9161,0.0000,1.0000,0.0000,3.0000,6.0000,2.3710,1.6667,3.0000,48828,107.3998,32779978.9159,0.0000
275,2.0000,3.0000,4.0000,5.0000,2.0000,1.0000,2.0000,5.0000,5.0000,0.9710,0.9933,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,130.0894,706307353.0086,0.0000
277,1.0000,3.0000,4.0000,7.0000,1.0000,6.0000,1.0000,7.0000,7.0000,0.9710,0.9155,0.0000,1.0000,0.0000,6.0000,8.0000,2.8464,1.2500,3.0000,48828,99.8540,26814164.7578,0.0000
279,3.0000,3.0000,5.0000,5.0000,3.0000,1.0000,0.0000,0.0000,9.0000,1.0000,0.9699,0.0000,1.0000,0.0000,4.0000,6.0000,2.3710,1.6667,3.0000,48828,114.9318,75234915.5920,0.0000
281,2.0000,3.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,11.0000,0.9710,0.9728,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,122.3456,113727117.9169,0.0000
283,2.0000,3.0000,5.0000,5.0000,2.0000,1.0000,1.0000,4.0000,13.0000,1.0000,1.0125,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,137.8649,995659038.4119,0.0000
285,3.0000,3.0000,5.0000,5.0000,1.0000,3.0000,0.0000,6.0000,15.0000,1.0000,0.9682,0.0000,1.0000,0.0000,3.0000,6.0000,2.3710,1.6667,3.0000,48828,122.5933,95474423.7489,0.0000
287,5.0000,3.0000,6.0000,3.0000,5.0000,1.0000,2.0000,8.0000,17.0000,0.9710,0.9881,0.0000,1.0000,0.0000,3.0000,4.0000,1.6855,2.5000,3.0000,48828,122.4960,199652253.5365,0.0000
289,1.0000,4.0000,3.0000,5.0000,1.0000,2.0000,1.0000,1.0000,19.0000,0.8813,0.9418,0.0000,1.0000,0.0000,3.0000,6.0000,2.3219,1.6667,4.0000,48828,107.3102,33748711.5303,0.0000
291,2.0000,3.0000,4.0000,5.0000,2.0000,1.0000,0.0000,3.0000,21.0000,0.9710,0.9637,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,114.6930,68084457.7152,0.0000
293,1.0000,2.0000,4.0000,7.0000,1.0000,4.0000,2.0000,5.0000,23.0000,0.9710,0.9577,0.0000,1.0000,0.0000,4.0000,8.0000,2.9219,1.2500,2.0000,48828,114.6930,56905668.3147,0.0000
295,3.0000,2.0000,5.0000,5.0000,3.0000,1.0000,1.0000,7.0000,25.0000,1.0000,0.9730,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,122.5079,134310515.1288,0.0000
297,1.0000,2.0000,4.0000,7.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.9710,0.9928,0.0000,1.0000,0.0000,5.0000,8.0000,2.9219,1.2500,2.0000,48828,130.0454,348034967.5102,0.0000
299,2.0000,2.0000,5.0000,7.0000,2.0000,1.0000,2.0000,2.0000,2.0000,1.0000,0.9678,0.0000,1.0000,0.0000,6.0000,8.0000,2.9219,1.2500,2.0000,48828,122.2009,136235202.7562,0.0000
301,2.0000,2.0000,5.0000,7.0000,1.0000,3.0000,1.0000,4.0000,4.0000,1.0000,0.9103,0.0000,1.0000,0.0000,4.0000,8.0000,2.9219,1.2500,2.0000,48828,99.8540,26814188.4207,0.0000
303,4.0000,2.0000,6.0000,5.0000,4.0000,1.0000,0.0000,6.0000,6.0000,0.9710,0.9869,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,2.0000,48828,130.2094,707925593.2974,0.0000
305,2.0000,3.0000,4.0000,5.0000,1.0000,2.0000,2.0000,8.0000,8.0000,0.9710,0.9497,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,114.8298,466176077.2076,0.0000
307,2.0000,2.0000,5.0000,5.0000,2.0000,1.0000,1.0000,1.0000,10.0000,1.0000,0.9457,0.0000,1.0000,0.0000,3.0000,6.0000,2.5219,1.6667,2.0000,48828,114.8298,477352924.4207,0.0000
309,2.0000,2.0000,5.0000,7.0000,1.0000,5.0000,0.0000,3.0000,12.0000,1.0000,0.9385,0.0000,1.0000,0.0000,5.0000,8.0000,2.9219,1.2500,2.0000,48828,107.2768,31617606.9522,0.0000
311,3.0000,2.0000,6.0000,5.0000,3.0000,1.0000,2.0000,5.0000,14.0000,0.9710,0.9932,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,130.2082,327685679.5785,0.0000
313,3.0000,2.0000,5.0000,5.0000,1.0000,2.0000,1.0000,7.0000,16.0000,1.0000,0.9862,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,129.9516,698119776.3094,0.0000
315,3.0000,2.0000,6.0000,5.0000,2.0000,1.0000,0.0000,0.0000,18.0000,0.9710,0.9587,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,107.1648,52315841.6232,0.0000
317,4.0000,2.0000,6.0000,5.0000,1.0000,3.0000,2.0000,2.0000,20.0000,0.9710,0.9510,0.0000,1.0000,0.0000,3.0000,6.0000,2.3219,1.6667,2.0000,48828,114.5621,53082168.6003,0.0000
319,6.0000,2.0000,7.0000,3.0000,6.0000,1.0000,1.0000,4.0000,22.0000,0.8813,1.0143,0.0000,1.0000,0.0000,3.0000,4.0000,1.5710,2.5000,2.0000,48828,137.9572,981552135.2539,0.0000
321,1.0000,5.0000,3.0000,5.0000,1.0000,2.0000,0.0000,6.0000,24.0000,0.8813,0.9296,0.0000,1.0000,0.0000,5.0000,6.0000,2.1610,1.6667,5.0000,48828,107.2768,31617618.4329,0.0000
323,2.0000,4.0000,4.0000,5.0000,2.0000,1.0000,2.0000,8.0000,26.0000,0.9710,0.9788,0.0000,1.0000,0.0000,5.0000,6.0000,2.3219,1.6667,4.0000,48828,122.4631,106862337.6527,0.0000
325,1.0000,3.0000,4.0000,7.0000,1.0000,4.0000,1.0000,1.0000,1.0000,0.9710,0.9577,0.0000,1.0000,0.0000,5.0000,8.0000,2.8464,1.2500,3.0000,48828,114.7219,47624630.1563,0.0000
327,3.0000,3.0000,5.0000,5.0000,3.0000,1.0000,0.0000,3.0000,3.0000,1.0000,1.0080,0.0000,1.0000,0.0000,5.0000,6.0000,2.3710,1.6667,3.0000,48828,137.7913,1018256322.5650,0.0000
329,1.0000,2.0000,4.0000,7.0000,1.0000,2.0000,2.0000,5.0000,5.0000,0.9710,0.9680,0.0000,1.0000,0.0000,5.0000,8.0000,2.9219,1.2500,2.0000,48828,122.3659,113439301.3485,0.0000
331,2.0000,2.0000,5.0000,7.0000,2.0000,1.0000,1.0000,7.0000,7.0000,1.0000,0.9637,0.0000,1.0000,0.0000,5.0000,8.0000,2.9219,1.2500,2.0000,48828,114.7219,58806155.8331,0.0000
333,2.0000,2.0000,5.0000,7.0000,1.0000,3.0000,0.0000,0.0000,9.0000,1.0000,0.9750,0.0000,1.0000,0.0000,5.0000,8.0000,2.9219,1.2500,2.0000,48828,122.2708,102549240.5947,0.0000
335,4.0000,2.0000,6.0000,5.0000,4.0000,1.0000,2.0000,2.0000,11.0000,0.9710,0.9926,0.0000,1.0000,0.0000,5.0000,6.0000,2.3219,1.6667,2.0000,48828,129.7220,361759349.8985,0.0000
337,1.0000,3.0000,4.0000,7.0000,1.0000,2.0000,1.0000,4.0000,13.0000,0.9710,0.9930,0.0000,1.0000,0.0000,7.0000,8.0000,2.8464,1.2500,3.0000,48828,130.1552,394057477.0892,0.0000
339,2.0000,2.0000,5.0000,7.0000,2.0000,1.0000,0.0000,6.0000,15.0000,1.0000,1.0143,0.0000,1.0000,0.0000,7.0000,8.0000,2.9219,1.2500,2.0000,48828,137.9644,1432144026.6997,0.0000
341,1.0000,1.0000,5.0000,9.0000,1.0000,10.0000,2.0000,8.0000,17.0000,1.0000,0.9032,0.0000,1.0000,0.0000,10.0000,10.0000,3.3219,1.0000,1.0000,48828,84.4740,25099039.5662,0.0000
343,3.0000,1.0000,6.0000,7.0000,3.0000,1.0000,1.0000,1.0000,19.0000,0.9710,0.9560,0.0000,1.0000,0.0000,8.0000,8.0000,2.8464,1.2500,1.0000,48828,114.8732,80511546.5596,0.0000
345,2.0000,2.0000,5.0000,7.0000,1.0000,2.0000,0.0000,3.0000,21.0000,1.0000,0.9498,0.0000,1.0000,0.0000,6.0000,8.0000,2.9219,1.2500,2.0000,48828,114.8959,57609409.3753,0.0000
347,2.0000,1.0000,6.0000,7.0000,2.0000,1.0000,2.0000,5.0000,23.0000,0.9710,0.9758,0.0000,1.0000,0.0000,6.0000,8.0000,2.9219,1.2500,1.0000,48828,122.4339,128300718.5866,0.0000
349,3.0000,1.0000,6.0000,7.0000,1.0000,3.0000,1.0000,7.0000,25.0000,0.9710,0.9296,0.0000,1.0000,0.0000,6.0000,8.0000,2.8464,1.2500,1.0000,48828,107.4540,33831475.1802,0.0000
351,5.0000,1.0000,7.0000,5.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.8813,0.9918,0.0000,1.0000,0.0000,6.0000,6.0000,2.1610,1.6667,1.0000,48828,122.7225,249328506.6987,0.0000
353,2.0000,4.0000,4.0000,5.0000,1.0000,2.0000,2.0000,2.0000,2.0000,0.9710,0.9661,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,4.0000,48828,122.5537,132863354.9359,0.0000
355,2.0000,3.0000,5.0000,5.0000,2.0000,1.0000,1.0000,4.0000,4.0000,1.0000,0.9464,0.0000,1.0000,0.0000,4.0000,6.0000,2.4464,1.6667,3.0000,48828,107.3224,42594676.1656,0.0000
357,2.0000,2.0000,5.0000,7.0000,1.0000,4.0000,0.0000,6.0000,6.0000,1.0000,0.9363,0.0000,1.0000,0.0000,4.0000,8.0000,2.9219,1.2500,2.0000,48828,107.3224,30541937.3263,0.0000
359,3.0000,2.0000,6.0000,5.0000,3.0000,1.0000,2.0000,8.0000,8.0000,0.9710,1.0122,0.0000,1.0000,0.0000,4.0000,6.0000,2.4464,1.6667,2.0000,48828,137.6782,1347621888.8725,0.0000
361,2.0000,2.0000,5.0000,7.0000,1.0000,2.0000,1.0000,1.0000,10.0000,1.0000,0.9748,0.0000,1.0000,0.0000,4.0000,8.0000,2.9219,1.2500,2.0000,48828,115.0641,82562943.9941,0.0000
363,2.0000,1.0000,6.0000,7.0000,2.0000,1.0000,0.0000,3.0000,12.0000,0.9710,0.9682,0.0000,1.0000,0.0000,5.0000,8.0000,2.9219,1.2500,1.0000,48828,122.5770,108831048.0374,0.0000
365,2.0000,1.0000,6.0000,7.0000,1.0000,3.0000,2.0000,5.0000,14.0000,0.9710,0.9678,0.0000,1.0000,0.0000,4.0000,8.0000,2.9219,1.2500,1.0000,48828,122.2932,114410018.4850,0.0000
367,4.0000,1.0000,7.0000,5.0000,4.0000,1.0000,1.0000,7.0000,16.0000,0.8813,0.9876,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,1.0000,48828,122.4112,168409076.9973,0.0000
369,3.0000,3.0000,5.0000,5.0000,1.0000,2.0000,0.0000,0.0000,18.0000,1.0000,0.9125,0.0000,1.0000,0.0000,4.0000,6.0000,2.3710,1.6667,3.0000,48828,99.8805,26575085.1002,0.0000
371,3.0000,2.0000,6.0000,5.0000,2.0000,1.0000,2.0000,2.0000,20.0000,0.9710,0.9459,0.0000,1.0000,0.0000,4.0000,6.0000,2.4464,1.6667,2.0000,48828,114.8785,60015033.9712,0.0000
373,3.0000,1.0000,6.0000,7.0000,1.0000,5.0000,1.0000,4.0000,22.0000,0.9710,0.9245,0.0000,1.0000,0.0000,5.0000,8.0000,2.8464,1.2500,1.0000,48828,99.8805,26575089.0442,0.0000
375,3.0000,1.0000,7.0000,5.0000,3.0000,1.0000,0.0000,6.0000,24.0000,0.8813,0.9756,0.0000,1.0000,0.0000,4.0000,6.0000,2.3710,1.6667,1.0000,48828,122.6538,172005224.7995,0.0000
377,4.0000,2.0000,6.0000,5.0000,1.0000,2.0000,2.0000,8.0000,26.0000,0.9710,1.0084,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,2.0000,48828,137.9041,1256393569.1647,0.0000
379,4.0000,1.0000,7.0000,5.0000,2.0000,1.0000,1.0000,1.0000,1.0000,0.8813,0.9661,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,1.0000,48828,122.5037,105938237.9658,0.0000
381,5.0000,1.0000,7.0000,5.0000,1.0000,3.0000,0.0000,3.0000,3.0000,0.8813,0.9682,0.0000,1.0000,0.0000,4.0000,6.0000,2.1610,1.6667,1.0000,48828,115.0315,51323512.0061,0.0000
383,7.0000,1.0000,8.0000,3.0000,7.0000,1.0000,2.0000,5.0000,5.0000,0.7219,1.0115,0.0000,1.0000,0.0000,4.0000,4.0000,1.3568,2.5000,1.0000,48828,130.3882,481549536.7191,0.0000
385,2.0000,6.0000,3.0000,3.0000,1.0000,2.0000,1.0000,7.0000,7.0000,0.8813,0.9468,0.0000,1.0000,0.0000,2.0000,4.0000,1.5710,2.5000,6.0000,48828,115.0893,50644594.2391,0.0000
387,2.0000,5.0000,4.0000,3.0000,2.0000,1.0000,0.0000,0.0000,9.0000,0.9710,0.9300,0.0000,1.0000,0.0000,2.0000,4.0000,1.7610,2.5000,5.0000,48828,107.5709,42796345.6260,0.0000
389,2.0000,4.0000,4.0000,5.0000,1.0000,4.0000,2.0000,2.0000,11.0000,0.9710,0.9564,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,4.0000,48828,115.0629,48743700.7106,0.0000
391,3.0000,4.0000,5.0000,3.0000,3.0000,1.0000,1.0000,4.0000,13.0000,1.0000,0.9595,0.0000,1.0000,0.0000,2.0000,4.0000,1.8464,2.5000,4.0000,48828,107.5709,61111524.9044,0.0000
393,2.0000,3.0000,4.0000,5.0000,1.0000,2.0000,0.0000,6.0000,15.0000,0.9710,0.9756,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,122.2002,112929420.9484,0.0000
395,2.0000,3.0000,5.0000,5.0000,2.0000,1.0000,2.0000,8.0000,17.0000,1.0000,0.9734,0.0000,1.0000,0.0000,4.0000,6.0000,2.4464,1.6667,3.0000,48828,122.4167,132651321.3266,0.0000
397,2.0000,3.0000,5.0000,5.0000,1.0000,3.0000,1.0000,1.0000,19.0000,1.0000,0.9144,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,99.7108,27646816.8998,0.0000
399,4.0000,3.0000,6.0000,3.0000,4.0000,1.0000,0.0000,3.0000,21.0000,0.9710,0.9667,0.0000,1.0000,0.0000,2.0000,4.0000,1.8464,2.5000,3.0000,48828,114.9312,105711574.8874,0.0000
401,2.0000,3.0000,4.0000,5.0000,1.0000,2.0000,2.0000,5.0000,23.0000,0.9710,0.9202,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,3.0000,48828,107.6906,32615732.8485,0.0000
403,2.0000,2.0000,5.0000,5.0000,2.0000,1.0000,1.0000,7.0000,25.0000,1.0000,0.9516,0.0000,1.0000,0.0000,3.0000,6.0000,2.5219,1.6667,2.0000,48828,107.6906,44683941.5569,0.0000
405,2.0000,2.0000,5.0000,7.0000,1.0000,6.0000,0.0000,0.0000,0.0000,1.0000,0.9256,0.0000,1.0000,0.0000,6.0000,8.0000,2.9219,1.2500,2.0000,48828,99.7108,27646824.7874,0.0000
